_gloss,videos,signers,is_candidate,clears_bar
MOSQUITO,31,30,False,True
MOST,31,28,False,True
MOTIVATION2,31,29,False,True
MOUNTAIN1,31,29,False,True
MOUSE,31,29,False,True
MOUTH,31,30,False,True
MOVE,31,30,False,True
MOVEDOWN,31,29,False,True
MUCH,31,29,False,True
MUSEUM,31,29,False,True
MUST,31,28,False,True
MYSELF,31,29,False,True
NAILCLIPPER,31,28,False,True
NAPKIN,31,30,False,True
NEAR,31,30,False,True
NECKLACE1,31,29,False,True
NECKLACE3,31,27,False,True
NETWORK,31,27,False,True
NEUTRAL,31,29,False,True
NEVER,31,27,False,True
NEXT,31,28,False,True
NICE,31,30,False,True
NIECE,31,28,False,True
NINE,31,29,False,True
NONE,31,28,False,True
NONSENSE,31,27,False,True
NORMAL,31,30,False,True
NOSE,31,30,False,True
NOSEBLEED,31,28,False,True
NOTATHING,31,28,False,True
NOTHING1,31,30,False,True
NOTHING2,31,29,False,True
NOTINTERESTED,31,29,False,True
NOTUSEDTO,31,27,False,True
NOTYET,31,27,False,True
NUT1,31,28,False,True
OCTOPUS,31,29,False,True
OFF,31,29,False,True
OFFEND,31,29,False,True
OFFTHEPOINT,31,27,False,True
OFTEN,31,28,False,True
OIL2,31,29,False,True
OK,31,28,False,True
ONE,31,30,False,True
ONEMORE2,31,27,False,True
ONION,31,28,False,True
ONLYONE,31,30,False,True
OOPS,31,28,False,True
OPEN,31,27,False,True
OPINION2,31,27,False,True
OPPORTUNITY,31,30,False,True
OR,31,29,False,True
ORANGEEYES,31,28,False,True
ORANGETHROAT,31,28,False,True
ORDER1,31,28,False,True
ORGANIZATION,31,27,False,True
OSTRICH,31,30,False,True
OUR,31,29,False,True
OVERWHELMED,31,30,False,True
OWE,31,29,False,True
OWN,31,27,False,True
PAGE,31,28,False,True
PAINTBRUSH,31,29,False,True
PANCAKE,31,28,False,True
PANTS2,31,27,False,True
PAPERCUTTER,31,29,False,True
PARACHUTE1,31,28,False,True
PARACHUTE2,31,30,False,True
PARAGRAPH,31,30,False,True
PARENTS,31,30,False,True
PASSOUT,31,28,False,True
PASSPORT,31,29,False,True
PATIENT1,31,28,False,True
PAY,31,29,False,True
PEACE,31,30,False,True
PEACH1,31,29,False,True
PEACH2,31,27,False,True
PEACOCK,31,30,False,True
PEAS1,31,27,False,True
PEAS2,31,28,False,True
PECK,31,30,False,True
PEEL2,31,27,False,True
PEG1,31,28,False,True
PEG2,31,27,False,True
PEG3,31,26,False,True
PENIS,31,27,False,True
PENNY,31,30,False,True
PEOPLE,31,29,False,True
PEPPER,31,28,False,True
PERFECT,31,28,False,True
PERFUME1,31,29,False,True
PERFUME2,31,29,False,True
PERIOD,31,27,False,True
PERSUADE,31,29,False,True
PET1,31,29,False,True
PHILOSOPHY,31,27,False,True
PHYSICS,31,29,False,True
PIANO,31,29,False,True
PICK,31,27,False,True
PICTURE,31,30,False,True
PIE,31,29,False,True
PILE,31,29,False,True
PILL,31,28,False,True
PILLOW2,31,29,False,True
PILLOW3,31,28,False,True
PINCH1,31,27,False,True
PINEAPPLE3,31,29,False,True
PINEAPPLE4,31,27,False,True
PIPE1,31,28,False,True
PIPE2,31,29,False,True
PIRATE,31,29,False,True
PISSEDOFF,31,27,False,True
PITCHER,31,27,False,True
PITY,31,27,False,True
PIZZA1,31,30,False,True
PIZZA2,31,28,False,True
PIZZACUTTER,31,29,False,True
PLACE,31,29,False,True
PLAN,31,28,False,True
PLANET,31,29,False,True
PLANT,31,29,False,True
PLATE,31,28,False,True
PLAYERS,31,28,False,True
PLAYGROUND,31,29,False,True
PLOW2,31,28,False,True
PLUG1,31,28,False,True
PLUG2,31,27,False,True
PLUMMET,31,27,False,True
PLUNGER,31,30,False,True
PLUS,31,29,False,True
POINTINDEX,31,27,False,True
POLE,31,30,False,True
POLICEMAN1,31,28,False,True
POLICEMAN2,31,29,False,True
POLICY,31,30,False,True
POOP,31,27,False,True
POP3,31,27,False,True
POP4,31,27,False,True
POPCORN,31,30,False,True
POPULAR,31,27,False,True
POSSIBLE,31,29,False,True
POSSUM,31,26,False,True
POUR1,31,27,False,True
POUR2,31,27,False,True
POWDER,31,30,False,True
PRACTICE,31,30,False,True
PRAYER,31,27,False,True
PRECIOUS,31,30,False,True
PREFER,31,30,False,True
PRESS,31,27,False,True
PRETEND,31,29,False,True
PRICE,31,30,False,True
PRIDE,31,29,False,True
PRIEST,31,26,False,True
PRINT,31,28,False,True
PRIORITY,31,27,False,True
PROBLEM1,31,29,False,True
PRODUCESIGN,31,27,False,True
PROJECT,31,29,False,True
PROMISE,31,30,False,True
PROMOTE,31,28,False,True
PROPELLER,31,28,False,True
PROTECTION,31,27,False,True
PROTEST,31,27,False,True
PROVIDE,31,28,False,True
PUMPKIN,31,27,False,True
PUNISH,31,27,False,True
PUSH,31,27,False,True
QM,31,27,False,True
QUALITY,31,27,False,True
QUIET,31,29,False,True
QUIT,31,27,False,True
RABBIT2,31,30,False,True
RADIO,31,29,False,True
RAKE,31,27,False,True
RANGE,31,30,False,True
RAZOR1,31,29,False,True
REACT,31,27,False,True
REALLY,31,30,False,True
REASON,31,28,False,True
RECITE,31,27,False,True
RECORD,31,28,False,True
REGISTER,31,28,False,True
REGULAR,31,27,False,True
RELEASE,31,30,False,True
RELIGION,31,29,False,True
REMEMBER2,31,27,False,True
REMOTECONTROL,31,28,False,True
REMOVE,31,30,False,True
RESIGN,31,30,False,True
RESPONSIBILITY,31,28,False,True
RESTALLDAY,31,28,False,True
RESTAURANT,31,30,False,True
RESULT,31,30,False,True
RETIRE,31,27,False,True
RETRIEVE,31,27,False,True
RHINO2,31,29,False,True
RHINO3,31,26,False,True
RICH,31,28,False,True
RIDE1,31,29,False,True
RIGHT1,31,30,False,True
RIGHT3,31,29,False,True
RING,31,29,False,True
ROAD,31,29,False,True
ROAST,31,29,False,True
ROB,31,30,False,True
ROBOT,31,29,False,True
ROCK,31,29,False,True
ROLL,31,29,False,True
ROPE,31,30,False,True
ROSE,31,30,False,True
ROUGH,31,29,False,True
ROW,31,27,False,True
RUDE,31,30,False,True
RULE,31,27,False,True
RULER,31,27,False,True
RUN1,31,30,False,True
RUSH,31,26,False,True
SAIL2,31,28,False,True
SAILBOAT,31,30,False,True
SALT,31,29,False,True
SALTSHAKER,31,29,False,True
SAMESAME,31,27,False,True
SAMETIME,31,28,False,True
SANTA,31,27,False,True
SARCASTIC,31,28,False,True
SAUCE,31,29,False,True
SAUSAGE,31,30,False,True
SAVE,31,26,False,True
SAW1,31,30,False,True
SCARCELY,31,28,False,True
SCARF2,31,29,False,True
SCIENCE,31,29,False,True
SCISSORS,31,29,False,True
SCOLD,31,30,False,True
SCOOP,31,27,False,True
SCRATCH,31,27,False,True
SCREAM,31,29,False,True
SCREWDRIVER1,31,28,False,True
SCREWDRIVER3,31,27,False,True
SCRIPT,31,28,False,True
SCRUB,31,27,False,True
SCULPT,31,27,False,True
SCULPTURE,31,29,False,True
SEAL,31,26,False,True
SECRETARY,31,30,False,True
SEEM,31,27,False,True
SEESEE,31,27,False,True
SELECT,31,29,False,True
SELF,31,27,False,True
SENATE,31,30,False,True
SEND,31,26,False,True
SENTENCE2,31,27,False,True
SERVE2,31,29,False,True
SETUP,31,28,False,True
SHAKE1,31,28,False,True
SHAKE2,31,27,False,True
SHARE,31,28,False,True
SHARK1,31,28,False,True
SHARPEN1,31,28,False,True
SHARPEN2,31,28,False,True
SHAVE3,31,29,False,True
SHAVE4,31,27,False,True
SHEEP,31,29,False,True
SHELF,31,29,False,True
SHIRT1,31,29,False,True
SHIRT2,31,28,False,True
SHOCKED,31,29,False,True
SHOOT2,31,28,False,True
SHOP1,31,28,False,True
SHORTDISTANCE,31,30,False,True
SHORTPERSON,31,27,False,True
SHORTS,31,29,False,True
SHOT,31,30,False,True
SHOULDER1,31,28,False,True
SHOULDER2,31,27,False,True
SHOVEL1,31,29,False,True
SHRIMP,31,28,False,True
SHY,31,29,False,True
SIDE,31,27,False,True
SIDEBURNS,31,30,False,True
SIGN,31,28,False,True
SIGNATURE,31,29,False,True
SINCE,31,29,False,True
SING,31,30,False,True
SIT,31,27,False,True
SITUATION,31,27,False,True
SIX,31,29,False,True
SKATEBOARDING1,31,28,False,True
SKATEBOARDING2,31,27,False,True
SKATEBOARDING3,31,27,False,True
SKI,31,29,False,True
SKI-CA,31,27,False,True
SKILL,31,27,False,True
SKIN,31,28,False,True
SLAVE,31,28,False,True
SLICE1,31,30,False,True
SLIDE2,31,29,False,True
SLINGSHOT,31,30,False,True
SLIP1,31,28,False,True
SLIP2,31,27,False,True
SLIPPER,31,29,False,True
SMART,31,30,False,True
SMELL,31,30,False,True
SMELLMONEY,31,28,False,True
SMILE1,31,30,False,True
SMOOTH,31,30,False,True
SNAP,31,28,False,True
SNEAKADVENTURE,31,28,False,True
SNEEZE1,31,28,False,True
SNEEZE2,31,28,False,True
SNORKEL,31,30,False,True
SNOWBOARD,31,27,False,True
SNOWSUIT,31,27,False,True
SOAP2,31,30,False,True
SOCIALIZE,31,30,False,True
SOCKS,31,29,False,True
SOFA,31,27,False,True
SOME,31,28,False,True
SOMERSAULT3,31,27,False,True
SOMETHING,31,28,False,True
SON,31,30,False,True
SOON1,31,30,False,True
SOON2,31,26,False,True
SOPHISTICATED,31,29,False,True
SOPHOMORE,31,30,False,True
SOUP,31,29,False,True
SPACE,31,27,False,True
SPACESHIP,31,28,False,True
SPAGHETTI,31,30,False,True
SPAIN,31,30,False,True
SPEND,31,29,False,True
SPICY,31,30,False,True
SPIDER,31,28,False,True
SPILL2,31,27,False,True
SPITOUT,31,29,False,True
SPONTANEOUS,31,28,False,True
SPOON,31,29,False,True
SPORTS,31,28,False,True
SPOTSOMETHING,31,27,False,True
SPREAD2,31,27,False,True
SQUAREIDIOT,31,26,False,True
SQUEEZE,31,31,False,True
SQUIRREL,31,28,False,True
STACK4,31,27,False,True
STAIRS,31,28,False,True
STAMP3,31,27,False,True
STAND-UP,31,30,False,True
STAND1,31,28,False,True
STAR,31,28,False,True
STARBUCKS,31,29,False,True
STARS,31,29,False,True
STATE,31,27,False,True
STAYAWAKE24HRS,31,27,False,True
STEP,31,27,False,True
STING,31,27,False,True
STINK,31,30,False,True
STIR,31,28,False,True
STOCKINGS,31,29,False,True
STORY1,31,30,False,True
STORY2,31,29,False,True
STRAIGHT,31,27,False,True
STRANGLE,31,26,False,True
STRAWBERRY1,31,29,False,True
STRAWBERRY2,31,29,False,True
STREET,31,29,False,True
STRESS,31,28,False,True
STRETCH2,31,27,False,True
STRING,31,27,False,True
STRIPE,31,30,False,True
STUPID2,31,27,False,True
SUBTRACT,31,30,False,True
SUCK,31,29,False,True
SUCKTHUMB,31,26,False,True
SUMMARIZE,31,26,False,True
SUNRISE,31,27,False,True
SUPERIOR,31,27,False,True
SUPERVISOR,31,30,False,True
SUPPORT2,31,29,False,True
SURF,31,29,False,True
SURGEON,31,29,False,True
SUSHI,31,29,False,True
SUSPEND,31,28,False,True
SWEATER2,31,29,False,True
SWEATER3,31,27,False,True
SWEATPANTS,31,28,False,True
SWEEP,31,27,False,True
SWEETHEART,31,27,False,True
SWIM1,31,28,False,True
SWING1,31,30,False,True
SWORD,31,28,False,True
SYMPATHY,31,28,False,True
TAIL2,31,27,False,True
TAKENOTES,31,27,False,True
TALK1,31,29,False,True
TALK2,31,26,False,True
TALL2,31,29,False,True
TEACH1,31,29,False,True
TEACH2,31,29,False,True
TEARRIP1,31,30,False,True
TEARRIP2,31,27,False,True
TEASE,31,30,False,True
TECHNOLOGY,31,30,False,True
TEENAGER,31,27,False,True
TEMPERBLOWUP,31,29,False,True
TENDYOUR,31,29,False,True
TENNIS,31,29,False,True
TENT,31,29,False,True
THAN,31,30,False,True
THANKSGIVING,31,30,False,True
THANKYOU,31,30,False,True
THEN,31,29,False,True
THERAPY,31,30,False,True
THIEF2,31,29,False,True
THINK,31,27,False,True
THINKCHIN,31,27,False,True
THINKCONNECT,31,27,False,True
THINKOVER,31,26,False,True
THINKPONDER,31,27,False,True
THREE,31,28,False,True
THROW2,31,27,False,True
TICKET,31,28,False,True
TIE2,31,26,False,True
TIEUP2,31,27,False,True
TIGER,31,29,False,True
TIMETOTIME,31,27,False,True
TINY,31,28,False,True
TIREDOF,31,27,False,True
TOAST,31,30,False,True
TOBACCO,31,29,False,True
TOILET,31,28,False,True
TOMATO,31,29,False,True
TONGUE,31,30,False,True
TOOMUCH,31,29,False,True
TOP,31,27,False,True
TOURNAMENT,31,29,False,True
TOW2,31,27,False,True
TOW3,31,27,False,True
TOY1,31,30,False,True
TOY3,31,27,False,True
TRACTOR,31,27,False,True
TRADITION,31,27,False,True
TRANSFER,31,29,False,True
TRANSLATE,31,28,False,True
TRIANGLE,31,29,False,True
TRIP1,31,26,False,True
TRUCK2,31,27,False,True
TRUE,31,28,False,True
TRUTH,31,28,False,True
TTY,31,29,False,True
TUBE,31,30,False,True
TUESDAY,31,30,False,True
TURKEY2,31,26,False,True
TURN,31,30,False,True
TURTLE,31,29,False,True
TWIRL,31,27,False,True
TWOMORE,31,30,False,True
UDDER,31,28,False,True
UMBRELLA,31,29,False,True
UNCERTAIN,31,30,False,True
UNCLE,31,29,False,True
UNDERGRADUATE,31,27,False,True
UNDERWEAR1,31,27,False,True
UPLOAD,31,30,False,True
UPSET1,31,30,False,True
US,31,27,False,True
VACATION,31,30,False,True
VACUUM,31,27,False,True
VAIN,31,28,False,True
VALLEY,31,27,False,True
VEGETABLE,31,29,False,True
VERB,31,29,False,True
VEST,31,27,False,True
VIBRATE,31,28,False,True
VIDEOCAMERA1,31,29,False,True
VIOLIN,31,30,False,True
VISITOR,31,27,False,True
VITAMINS,31,29,False,True
VLOG,31,30,False,True
VOICE,31,29,False,True
VOMIT,31,29,False,True
WALK-TIGHTROPE-CL,31,29,False,True
WALK1,31,28,False,True
WALK2,31,27,False,True
WALL,31,29,False,True
WANDER,31,29,False,True
WARM,31,28,False,True
WARN,31,29,False,True
WASH1,31,28,False,True
WASH2,31,29,False,True
WASHDISHES,31,27,False,True
WASHHANDS,31,29,False,True
WASHMACHINE,31,27,False,True
WASTE,31,29,False,True
WATCH,31,30,False,True
WATERDROP,31,30,False,True
WATERSKI,31,30,False,True
WAVE,31,30,False,True
WE,31,30,False,True
WEAK,31,27,False,True
WEAVE,31,30,False,True
WEDDING,31,28,False,True
WEDNESDAY,31,28,False,True
WEIGH,31,29,False,True
WELCOME1,31,30,False,True
WELCOME2,31,27,False,True
WEWILLSEE,31,30,False,True
WHALE,31,27,False,True
WHAT2,31,26,False,True
WHATEVER,31,29,False,True
WHEELCHAIR,31,27,False,True
WHIP,31,29,False,True
WHISPER,31,30,False,True
WHISTLE1,31,29,False,True
WHISTLE2,31,29,False,True
WHITEPERSON,31,27,False,True
WHOLE,31,27,False,True
WILLGO,31,30,False,True
WIN,31,29,False,True
WIND,31,27,False,True
WINDMILL1,31,28,False,True
WINDMILL3,31,27,False,True
WINDOW,31,29,False,True
WINE,31,27,False,True
WINTER,31,29,False,True
WITCH1,31,29,False,True
WOLF,31,29,False,True
WONDER,31,30,False,True
WORD,31,28,False,True
WORLD,31,30,False,True
WOW,31,27,False,True
WRAPUP1,31,30,False,True
WRESTLE,31,27,False,True
WRING,31,30,False,True
WRISTWATCH1,31,30,False,True
WRISTWATCH2,31,27,False,True
WRITEONWALL,31,29,False,True
YAWN1,31,30,False,True
YAWN2,31,27,False,True
YAWN3,31,27,False,True
YOU,31,30,False,True
YOUR,31,30,False,True
YOURSELF,31,29,False,True
YOYO,31,26,False,True
YUCKY,31,28,False,True
ZEBRA,31,30,False,True
ZERO,31,27,False,True
ZOO,31,29,False,True
A-LINEBOB,30,28,False,True
ABOUT2,30,28,False,True
ACCENT,30,30,False,True
ACCEPT,30,29,False,True
ACQUIRE,30,27,False,True
ADDRESS,30,29,False,True
ADMIRE,30,28,False,True
ADOPT,30,27,False,True
AFTERNOON,30,27,False,True
AGAINST,30,28,False,True
AGE,30,29,False,True
AGENCY,30,29,False,True
AIRPLANE,30,27,False,True
ALASKA,30,29,False,True
ALLDAY,30,28,False,True
ALLOVERBODY,30,27,False,True
ALLTOGETHER,30,27,False,True
ANGEL,30,29,False,True
ANTLERS,30,26,False,True
APART,30,29,False,True
APPOINTMENT,30,29,False,True
APRIL,30,28,False,True
ARCHEOLOGY,30,27,False,True
ARGUE,30,27,False,True
ARREST3,30,28,False,True
ART,30,28,False,True
ARTICULATESIGN,30,27,False,True
ASSIGN,30,28,False,True
ATHLETE,30,27,False,True
ATLANTA,30,26,False,True
ATTENTION,30,28,False,True
AUDIENCE,30,28,False,True
AUSTRALIA,30,28,False,True
AVERAGE,30,27,False,True
AWAY,30,27,False,True
BABY1,30,29,False,True
BACKUP,30,27,False,True
BACKYARD,30,27,False,True
BADGE,30,28,False,True
BALANCE,30,30,False,True
BANANA2,30,28,False,True
BANANA4,30,26,False,True
BANDAID1,30,27,False,True
BANDAID2,30,29,False,True
BARK2,30,26,False,True
BARK3,30,28,False,True
BARRETTE,30,29,False,True
BASKET2,30,28,False,True
BAT1,30,29,False,True
BAT2,30,27,False,True
BATHTUB,30,27,False,True
BEAR,30,28,False,True
BEAT,30,30,False,True
BEDROOM,30,28,False,True
BEER,30,28,False,True
BEFORE,30,29,False,True
BEG,30,28,False,True
BEND,30,27,False,True
BENEFIT,30,29,False,True
BERRY,30,25,False,True
BEST,30,27,False,True
BET,30,27,False,True
BICYCLE,30,28,False,True
BIND,30,27,False,True
BIRTH,30,28,False,True
BITCH,30,26,False,True
BITEONNECK,30,29,False,True
BLACKBIRD,30,29,False,True
BLANK,30,27,False,True
BLANKET,30,29,False,True
BLESS,30,27,False,True
BLINDS1,30,29,False,True
BLINK,30,28,False,True
BLOUSE,30,26,False,True
BLOWCANDLE1,30,28,False,True
BLOWCANDLE2,30,26,False,True
BLUSH,30,27,False,True
BOARD,30,26,False,True
BOAT,30,30,False,True
BODY,30,29,False,True
BOIL1,30,28,False,True
BOMB,30,28,False,True
BONE,30,29,False,True
BOOTS1,30,27,False,True
BOOTS2,30,28,False,True
BORED2,30,26,False,True
BOSTON,30,27,False,True
BOTHER,30,27,False,True
BOW2,30,27,False,True
BOW3,30,26,False,True
BOW4,30,26,False,True
BOYFRIEND,30,27,False,True
BRA1,30,28,False,True
BRACELET,30,28,False,True
BRAILLE,30,27,False,True
BREAK,30,28,False,True
BREAKDOWN1,30,29,False,True
BREATHE,30,28,False,True
BRICK,30,27,False,True
BUBBLES,30,29,False,True
BUCKLE2,30,26,False,True
BUFFALO,30,27,False,True
BUG,30,28,False,True
BULLDOZER,30,27,False,True
BURN,30,28,False,True
BURP,30,27,False,True
BURY1,30,28,False,True
BURY4,30,28,False,True
BUSINESS,30,27,False,True
BUSTED,30,27,False,True
BUT,30,27,False,True
BUTTONS,30,27,False,True
BYE,30,27,False,True
CALCULATOR,30,27,False,True
CALIFORNIA,30,28,False,True
CALM,30,28,False,True
CAMEL,30,27,False,True
CAMERAMAN,30,27,False,True
CAN2,30,27,False,True
CANADA,30,28,False,True
CANDLE,30,29,False,True
CANDY1,30,29,False,True
CANNON,30,28,False,True
CAPTION,30,29,False,True
CARACCIDENT,30,28,False,True
CARROT2,30,28,False,True
CARRY,30,28,False,True
CAT1,30,29,False,True
CATAPULT,30,27,False,True
CATCH1,30,28,False,True
CATCH3,30,27,False,True
CAUGHT,30,27,False,True
CEILING,30,28,False,True
CELERY,30,27,False,True
CENTER,30,29,False,True
CEREAL,30,29,False,True
CERTIFICATE,30,29,False,True
CHAMP,30,30,False,True
CHAOS,30,29,False,True
CHARGECARD,30,27,False,True
CHEAT1,30,29,False,True
CHECK,30,28,False,True
CHEERLEADER1,30,27,False,True
CHEERLEADER2,30,28,False,True
CHEESE,30,28,False,True
CHERRY1,30,28,False,True
CHERRY2,30,29,False,True
CHEW1,30,29,False,True
CHEW2,30,27,False,True
CHEW2MOUTH,30,29,False,True
CHEW4,30,29,False,True
CHILDREN,30,29,False,True
CHIMNEY,30,27,False,True
CHIN,30,28,False,True
CHINA,30,28,False,True
CHOKE,30,27,False,True
CHURCH,30,29,False,True
CIRCLE,30,28,False,True
CLASS,30,28,False,True
CLAUSE,30,27,False,True
CLAW,30,28,False,True
CLIP,30,29,False,True
CLOCK2,30,29,False,True
CLOSEDOOR,30,27,False,True
CLOSET2,30,27,False,True
COACH,30,28,False,True
COLOR,30,28,False,True
COMMUNITY,30,29,False,True
COMMUTE,30,27,False,True
COMPASS,30,27,False,True
COMPUTERMOUSE,30,29,False,True
CONTACT,30,29,False,True
CONVINCE1,30,27,False,True
CONVINCE2,30,28,False,True
COOL2,30,27,False,True
COOL4,30,28,False,True
CORKSCREW2,30,29,False,True
COUNSELOR,30,29,False,True
COWBOY,30,28,False,True
CRACKER1,30,28,False,True
CRACKER2,30,28,False,True
CRANKY,30,27,False,True
CRASH,30,28,False,True
CRASHPLANE,30,28,False,True
CRAWL1,30,28,False,True
CREAM2,30,26,False,True
CREATE,30,28,False,True
CREWCUT,30,28,False,True
CROSS1,30,29,False,True
CROWN,30,27,False,True
CRY3,30,29,False,True
CULTURE,30,27,False,True
CUP,30,29,False,True
CURIOUS,30,27,False,True
CURL2,30,25,False,True
CURTAIN,30,28,False,True
CURTSEY2,30,26,False,True
DAMN,30,28,False,True
DANCER,30,29,False,True
DANGER,30,28,False,True
DAUGHTER,30,27,False,True
DEALCARDS,30,27,False,True
DEATH,30,28,False,True
DECORATE1,30,29,False,True
DEDICATE1,30,27,False,True
DEDICATE2,30,26,False,True
DEER,30,29,False,True
DEFEAT,30,26,False,True
DELEGATE,30,28,False,True
DELIBERATE,30,29,False,True
DELINQUENT,30,27,False,True
DENT,30,29,False,True
DEODORANT,30,29,False,True
DESIGN,30,27,False,True
DESSERT,30,27,False,True
DIAMOND,30,27,False,True
DIAPER,30,29,False,True
DICE,30,28,False,True
DICTIONARY,30,27,False,True
DILEMMA,30,26,False,True
DININGROOM,30,27,False,True
DINOSAUR2,30,28,False,True
DIP1,30,30,False,True
DIP2,30,26,False,True
DIRECTOR,30,29,False,True
DIRTY,30,30,False,True
DISAGREEMENT,30,29,False,True
DISCONNECT,30,27,False,True
DISPATCH,30,27,False,True
DISSECT,30,28,False,True
DISSOLVE,30,27,False,True
DISTRACTED,30,27,False,True
DIVE,30,28,False,True
DIZZY,30,28,False,True
DOCTOR1,30,28,False,True
DOCUMENT,30,27,False,True
DOESNTMATTER,30,27,False,True
DOLPHIN1,30,29,False,True
DOMINANT,30,26,False,True
DONKEY,30,26,False,True
DONTCARE,30,27,False,True
DONTNEED,30,27,False,True
DORMITORY,30,29,False,True
DOWNLOAD,30,29,False,True
DREADLOCKS,30,27,False,True
DRINK2,30,27,False,True
DRIVE,30,27,False,True
DROP,30,29,False,True
DROWN2,30,26,False,True
DROWN4,30,26,False,True
DRUG,30,28,False,True
DRUNK,30,28,False,True
DRY,30,27,False,True
DUE,30,26,False,True
DUMB,30,29,False,True
DUTY,30,27,False,True
DYE,30,27,False,True
EACHOTHER,30,29,False,True
EAGLE1,30,28,False,True
EAR,30,28,False,True
EARMUFFS,30,27,False,True
EARSUP,30,29,False,True
EARTH,30,28,False,True
EASTER,30,27,False,True
EFFECT,30,27,False,True
EGO,30,29,False,True
ELECTROCUTE,30,28,False,True
ELEMENTARYSCHOOL,30,26,False,True
ELEPHANT,30,28,False,True
ELEVATOR3,30,28,False,True
ELEVEN,30,27,False,True
EMAIL,30,27,False,True
EMPEROR,30,28,False,True
EMPTY1,30,29,False,True
EMPTY2,30,30,False,True
ENGAGEMENT,30,29,False,True
ENGLISH,30,29,False,True
ENVELOPE2,30,28,False,True
ENVELOPE3,30,28,False,True
ENVIRONMENT,30,28,False,True
EQUAL,30,28,False,True
ERASE1,30,29,False,True
ERASE2,30,29,False,True
ERASE3,30,26,False,True
ERASE5,30,27,False,True
ERUPT1,30,27,False,True
EVENT,30,27,False,True
EVERYTHING,30,27,False,True
EVIDENCE,30,27,False,True
EXCITED,30,29,False,True
EXCUSE,30,29,False,True
EXPENSIVE,30,28,False,True
EXPERIENCED,30,28,False,True
EXPRESS,30,28,False,True
EYES,30,29,False,True
FADE,30,29,False,True
FAINT,30,26,False,True
FAMOUS,30,29,False,True
FAN,30,27,False,True
FAUCET,30,30,False,True
FEDUP,30,27,False,True
FEED2,30,26,False,True
FENCE1,30,27,False,True
FENCING,30,26,False,True
FIFTH,30,27,False,True
FILE1,30,27,False,True
FILE2,30,28,False,True
FINGER,30,26,False,True
FINGERSCROSSED,30,29,False,True
FINGERSPELL,30,29,False,True
FINGERSPELLING,30,28,False,True
FINS,30,27,False,True
FIRED,30,29,False,True
FIREMAN1,30,28,False,True
FIREMAN2,30,27,False,True
FIRETRUCK,30,28,False,True
FISHING1,30,29,False,True
FIT,30,27,False,True
FIX,30,27,False,True
FLAG1,30,29,False,True
FLASHLIGHT3,30,28,False,True
FLOAT2,30,28,False,True
FLOAT3,30,27,False,True
FLY,30,29,False,True
FOLLOW2,30,27,False,True
FOLLOW4,30,27,False,True
FOOTBALL,30,28,False,True
FOR,30,28,False,True
FOREST,30,29,False,True
FORK4,30,26,False,True
FORM,30,27,False,True
FRAME,30,27,False,True
FREEDOM,30,27,False,True
FREEWAY,30,29,False,True
FREEZE,30,27,False,True
FRIDAY,30,28,False,True
FROMTHENON,30,27,False,True
FROWN2,30,28,False,True
FRUIT,30,29,False,True
FRUSTRATE,30,27,False,True
FRY,30,28,False,True
FUN,30,27,False,True
FUNCTION,30,29,False,True
FUNNY,30,28,False,True
FUZZY,30,29,False,True
GAME,30,29,False,True
GARLIC,30,27,False,True
GATECLOSE,30,27,False,True
GESTURE,30,28,False,True
GETINFORMATIONOUTOF,30,27,False,True
GETOFF,30,27,False,True
GLASS2,30,27,False,True
GLOVES3,30,28,False,True
GLUE2,30,28,False,True
GOAHEAD,30,28,False,True
GOAL,30,27,False,True
GOATEE,30,28,False,True
GOLD,30,28,False,True
GOODYGOODYSHOEOPPOSITE,30,30,False,True
GOSSIP,30,30,False,True
GOTCHA,30,27,False,True
GRADUATESCHOOL,30,28,False,True
GRANDFATHER,30,27,False,True
GRANDPARENTS,30,28,False,True
GREAT,30,28,False,True
GREENBEANS,30,27,False,True
GREET2,30,27,False,True
GRIND,30,28,False,True
GROWUP,30,26,False,True
GUILLOTINE2,30,26,False,True
GUM,30,27,False,True
GYM,30,29,False,True
HADENOUGH,30,30,False,True
HAHA,30,28,False,True
HAIR2,30,27,False,True
HAIRCLIPPER,30,27,False,True
HAIRCUT,30,29,False,True
HAIRDRESSER,30,27,False,True
HAIRDRYER1,30,28,False,True
HAIRDRYER3,30,26,False,True
HALF,30,27,False,True
HAMBURGER,30,28,False,True
HANDSOFF,30,27,False,True
HANDSOME4,30,25,False,True
HANG,30,29,False,True
HAPPEN,30,28,False,True
HARP,30,28,False,True
HAT1,30,28,False,True
HATCH1,30,30,False,True
HAVE,30,29,False,True
HE,30,29,False,True
HEADBACK,30,27,False,True
HEARTTOUCH,30,27,False,True
HELICOPTER3,30,28,False,True
HELL,30,27,False,True
HELMET2,30,28,False,True
HIGHHEELS,30,26,False,True
HIS,30,28,False,True
HIT2,30,26,False,True
HITCHHIKE,30,25,False,True
HOLD1,30,27,False,True
HOLIDAY,30,28,False,True
HOLY,30,29,False,True
HONEST,30,29,False,True
HONEY2,30,28,False,True
HONGKONG,30,28,False,True
HOOD,30,27,False,True
HOODIE2,30,28,False,True
HORRIBLE,30,29,False,True
HOUR,30,28,False,True
HUMOR,30,27,False,True
HUNDRED,30,27,False,True
HURRICANE,30,28,False,True
HURRY,30,29,False,True
HURT,30,29,False,True
ICE,30,28,False,True
IF,30,28,False,True
ILOVEYOU,30,27,False,True
